0.000000000000000000e+00,5.202630309905445394e+00,4.864896638454441202e-02,8.256968832755177345e+01,2.618791804919155721e-03
1.000000000000000000e+00,5.202618271000868155e+00,4.865084893542621219e-02,8.255728418862786100e+01,2.618791804919155721e-03
2.000000000000000000e+00,5.205586658444279813e+00,4.789258722126136375e-02,8.255614981109863493e+01,5.237583609838311442e-03
3.000000000000000000e+00,5.211537511592526428e+00,4.681272436190007241e-02,8.273670536575431811e+01,1.047516721967662288e-02
4.000000000000000000e+00,5.215152839869042545e+00,4.657648290841486655e-02,8.256752492965071610e+01,1.047516721967662288e-02
5.000000000000000000e+00,5.216079282361191893e+00,4.701798642823652036e-02,8.250653493306087682e+01,1.047516721967662288e-02
6.000000000000000000e+00,5.215319691138954106e+00,4.736025213898006209e-02,8.260573906566966684e+01,1.309395902459577904e-02
7.000000000000000000e+00,5.215191231796817206e+00,4.756173687043407233e-02,8.256104502951292545e+01,1.309395902459577904e-02
8.000000000000000000e+00,5.215272886411719711e+00,4.765032906317524103e-02,8.257891181974535755e+01,1.833154263443409135e-02
9.000000000000000000e+00,5.216296666062122611e+00,4.775691869427546588e-02,8.265927791790919343e+01,1.833154263443409135e-02
1.000000000000000000e+01,5.215752608453063210e+00,4.733395875849356199e-02,8.268195836520050079e+01,1.833154263443409135e-02
1.100000000000000000e+01,5.214701588471104543e+00,4.683639803720339445e-02,8.263249572733920445e+01,1.833154263443409135e-02
1.200000000000000000e+01,5.213971595790832581e+00,4.644241400136655401e-02,8.257392838140354741e+01,1.833154263443409135e-02
1.300000000000000000e+01,5.213414522496415238e+00,4.626815666286461515e-02,8.256196969010549935e+01,1.833154263443409135e-02
1.400000000000000000e+01,5.211890173167220475e+00,4.648034081981612664e-02,8.258032948052259314e+01,1.833154263443409135e-02
1.500000000000000000e+01,5.210461795947299635e+00,4.682325905001569200e-02,8.263076192154719024e+01,2.095033443935324577e-02
1.600000000000000000e+01,5.209995117620144001e+00,4.705225960223227005e-02,8.265064990919341881e+01,2.095033443935324577e-02
1.700000000000000000e+01,5.209772659321989074e+00,4.716575737000424512e-02,8.265179918730294162e+01,2.095033443935324577e-02
1.800000000000000000e+01,5.209262065327312285e+00,4.719928580808997048e-02,8.264155248745466054e+01,2.095033443935324577e-02
1.900000000000000000e+01,5.210107959413662115e+00,4.735233005186435112e-02,8.266501517896512041e+01,2.095033443935324577e-02
2.000000000000000000e+01,5.210591499921878089e+00,4.745149336726119799e-02,8.267270650132581977e+01,2.095033443935324577e-02
2.100000000000000000e+01,5.210830071787089679e+00,4.745629722831223862e-02,8.265315972406105516e+01,2.095033443935324577e-02
2.200000000000000000e+01,5.209776372302256320e+00,4.727644300872912986e-02,8.256438847852174945e+01,2.095033443935324577e-02
2.300000000000000000e+01,5.208677042457890316e+00,4.714743755536234676e-02,8.259091506653641090e+01,2.356912624427240019e-02
2.400000000000000000e+01,5.207455717891532387e+00,4.723406531407930986e-02,8.260768136459722655e+01,2.356912624427240019e-02
2.500000000000000000e+01,5.206522104183244792e+00,4.730799559591696707e-02,8.260398575799101195e+01,2.356912624427240019e-02
2.600000000000000000e+01,5.206257599484637844e+00,4.732083927409067026e-02,8.264248431227480296e+01,2.356912624427240019e-02
2.700000000000000000e+01,5.206699759188248677e+00,4.725325287458392171e-02,8.268147348026815280e+01,2.618791804919155461e-02
2.800000000000000000e+01,5.207038079055348767e+00,4.724772365281423858e-02,8.263606030286251780e+01,2.618791804919155461e-02
2.900000000000000000e+01,5.207665780578108361e+00,4.726813712400569634e-02,8.261904167361193174e+01,2.618791804919155461e-02
3.000000000000000000e+01,5.208116328124646088e+00,4.728662834400193526e-02,8.264778098152628161e+01,2.618791804919155461e-02
3.100000000000000000e+01,5.208724417289984920e+00,4.735057324430268916e-02,8.266561567529809906e+01,2.618791804919155461e-02
3.200000000000000000e+01,5.208817114379013624e+00,4.735262910742437520e-02,8.267548330041887539e+01,2.618791804919155461e-02
3.300000000000000000e+01,5.208348944357314103e+00,4.723731644402709429e-02,8.267366509253808715e+01,2.618791804919155461e-02
3.400000000000000000e+01,5.207489041487314729e+00,4.705732756510361270e-02,8.268572103456365596e+01,2.618791804919155461e-02
3.500000000000000000e+01,5.206311660137586728e+00,4.691882212912983074e-02,8.269998352751068182e+01,2.618791804919155461e-02
3.600000000000000000e+01,5.205217675483125639e+00,4.695703659120592510e-02,8.265438075134629514e+01,2.618791804919155461e-02
3.700000000000000000e+01,5.204499646232033427e+00,4.703893867223662983e-02,8.267177536981790809e+01,2.880670985411070903e-02
3.800000000000000000e+01,5.204016600220935373e+00,4.712181395458434063e-02,8.259281834074000983e+01,2.880670985411070903e-02
3.900000000000000000e+01,5.203900287908973077e+00,4.719514503463657917e-02,8.258811517769713362e+01,2.880670985411070903e-02
4.000000000000000000e+01,5.204201110052928847e+00,4.722882536398424758e-02,8.262518263110931116e+01,2.880670985411070903e-02
4.100000000000000000e+01,5.204992117977178090e+00,4.729103021812762486e-02,8.262425740909387173e+01,2.880670985411070903e-02
4.200000000000000000e+01,5.205728930684217381e+00,4.737064811041485912e-02,8.256395830267067026e+01,2.880670985411070903e-02
4.300000000000000000e+01,5.206220189788069774e+00,4.747194954164875996e-02,8.254946643014558560e+01,2.880670985411070903e-02
4.400000000000000000e+01,5.206131817168606624e+00,4.744392710555134229e-02,8.256863160580859073e+01,2.880670985411070903e-02
4.500000000000000000e+01,5.205277735942678063e+00,4.725690518432076187e-02,8.257191241993763242e+01,2.880670985411070903e-02
4.600000000000000000e+01,5.204406652533157818e+00,4.710452550565644159e-02,8.260920010077624909e+01,2.880670985411070903e-02
4.700000000000000000e+01,5.203291219026295877e+00,4.702002116310399771e-02,8.261688137227679363e+01,2.880670985411070903e-02
4.800000000000000000e+01,5.202394593406254764e+00,4.705194027467918261e-02,8.259246313289462194e+01,3.142550165902986692e-02
4.900000000000000000e+01,5.202116461777814393e+00,4.703737490338612964e-02,8.259877524577714780e+01,3.142550165902986692e-02
5.000000000000000000e+01,5.202000518991118483e+00,4.706289330930970433e-02,8.263060000879188749e+01,3.142550165902986692e-02
5.100000000000000000e+01,5.201830176178095400e+00,4.715668159172699964e-02,8.268976729489391175e+01,3.142550165902986692e-02
5.200000000000000000e+01,5.202226749803217309e+00,4.721832036656915116e-02,8.267232397763977758e+01,3.142550165902986692e-02
5.300000000000000000e+01,5.203358282708797411e+00,4.736588685345592686e-02,8.267321246425304082e+01,3.404429346394902134e-02
5.400000000000000000e+01,5.204351569308363068e+00,4.748329618135348901e-02,8.265946339138488952e+01,3.404429346394902134e-02
5.500000000000000000e+01,5.204456540982239865e+00,4.749157958318169642e-02,8.261001728239293129e+01,3.404429346394902134e-02
5.600000000000000000e+01,5.204201675181904463e+00,4.742014438019723915e-02,8.265857283893124929e+01,3.404429346394902134e-02
5.700000000000000000e+01,5.203151191291888189e+00,4.721286710238944279e-02,8.265226203484454004e+01,3.404429346394902134e-02
5.800000000000000000e+01,5.202351826812122937e+00,4.710688473083465139e-02,8.269722857535148819e+01,3.404429346394902134e-02
5.900000000000000000e+01,5.201588057853794744e+00,4.705393182178919248e-02,8.264400985760788387e+01,3.404429346394902134e-02
6.000000000000000000e+01,5.200764244761970190e+00,4.706831031425852407e-02,8.260927125210820066e+01,3.404429346394902134e-02
